dataset,metric,n,mean,sd,median,q1,q3,min,max,ci95_low,ci95_high
GT_leave_one_out_baseline,S2_mismatch_NRMSE_percent,216,3.592131613684714,2.8158702923173617,2.9236358931990454,1.4557695528404067,5.102490075936398,0.12227772318538531,16.252120453270734,3.232546993073754,3.978054834624363
Gen_to_GTmean,S2_mismatch_NRMSE_percent,100,83.84436604597403,1.8651946353225608,84.02066397252338,82.99684731512562,84.92402021849618,77.74770084210839,89.32175223252344,83.47747757312834,84.20106126635163
