dataset,metric,n,mean,sd,median,q1,q3,min,max,ci95_low,ci95_high
GT_leave_one_out_baseline,S2_mismatch_NRMSE_percent,216,10.139456683100867,7.2674874987064255,8.292736297809373,4.564899187766109,14.165479941442292,0.7132168468378747,40.95276011521985,9.220320727333384,11.124417749265117
Gen_to_GTmean,S2_mismatch_NRMSE_percent,100,8.746305312026324,6.912290133975412,6.2100466655718165,3.7560750867022863,11.894963792010369,1.8690086710256097,34.47225422796209,7.4550729362811285,10.159065019750603
