dataset,metric,n,mean,sd,median,q1,q3,min,max,ci95_low,ci95_high
GT_to_GT_baseline,D_min,216,0.3589129276849605,0.010595820458643162,0.35830679535865784,0.35130882263183594,0.3661852478981018,0.3335357904434204,0.38668954372406006,0.3575186953707426,0.3603226332062925
Gen_to_GT,D_min,100,0.35984555780887606,0.010463516184646797,0.3598953187465668,0.3537827134132385,0.3657859265804291,0.3332887887954712,0.3917049765586853,0.35780488015711304,0.36189579860866067
